Gauge,Trace,Alarm Name,Type,Threshold
ACC - Rain -Constable Ln Waitakere City Council Pump Stn,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Constable Ln Waitakere City Council Pump Stn,Rainfall 24 hr window sum,648625_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Constable Ln Waitakere City Council Pump Stn,Rainfall 60 min window sum,648625_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Constable Ln Waitakere City Council Pump Stn,Rainfall 12 hr window sum,648625_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Constable Ln Waitakere City Council Pump Stn,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Constable Ln Waitakere City Council Pump Stn,Rainfall 20 hr window sum,Rainfall 20 hr window sum greater than 8mm,Overflow/Max,8.0
ACC - Rain -Constable Ln Waitakere City Council Pump Stn,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Clevedon rainfall @ showgrounds,10mm Drought Alarm,750301_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall 7 days window sum,750301_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall 24 hr window sum,750301_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall 30 min window sum,750301_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall 60 min window sum,750301_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Clevedon rainfall @ showgrounds,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall 6 hr window sum,750301_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Clevedon rainfall @ showgrounds,Rainfall 12 hr window sum,750301_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Birkdale (Inwards Res.) NSCC03,10mm Drought Alarm,647738_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall 24 hr window sum,647738_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall 7 days window sum,647738_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall 30 min window sum,647738_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall 12 hr window sum,647738_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall 60 min window sum,647738_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Birkdale (Inwards Res.) NSCC03,Rainfall 6 hr window sum,647738_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall 7 days window sum,648732_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,10mm Drought Alarm,648732_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall 12 hr window sum,648732_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall 24 hr window sum,648732_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall 30 min window sum,648732_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall 60 min window sum,648732_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall 6 hr window sum,648732_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Bayswater @ Plymouth Res. NSCC01,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Awhitu @ Brook Road,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Awhitu @ Brook Road,Rainfall 24 hr window sum,741611_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Awhitu @ Brook Road,Rainfall 12 hr window sum,741611_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Awhitu @ Brook Road,10mm Drought Alarm,741611_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Awhitu @ Brook Road,Rainfall 7 days window sum,741611_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Awhitu @ Brook Road,Rainfall 6 hr window sum,741611_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Awhitu @ Brook Road,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Awhitu @ Brook Road,Rainfall 30 min window sum,741611_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Awhitu @ Brook Road,Rainfall 60 min window sum,741611_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Awhitu @ Brook Road,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Awhitu @ Brook Road,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Awanohi Rainfall @ Okura,10mm Drought Alarm,646622_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall 7 days window sum,646622_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall 30 min window sum,646622_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall 6 hr window sum,646622_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall 12 hr window sum,646622_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall 60 min window sum,646622_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall 24 hr window sum,646622_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Awanohi Rainfall @ Okura,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Awanohi Rainfall @ Okura,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Avondale Racecourse,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Avondale Racecourse,Rainfall 6 hr window sum,648615_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Avondale Racecourse,Rainfall 30 min window sum,648615_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Avondale Racecourse,10mm Drought Alarm,648615_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Avondale Racecourse,Rainfall 7 days window sum,648615_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Avondale Racecourse,Rainfall 12 hr window sum,648615_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Avondale Racecourse,Rainfall 24 hr window sum,648615_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Avondale Racecourse,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Avondale Racecourse,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Avondale Racecourse,Rainfall 60 min window sum,648615_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Avondale Racecourse,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Ararimu @ Zanders,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Ararimu @ Zanders,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Ararimu @ Zanders,Rainfall 7 days window sum,647510_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Ararimu @ Zanders,10mm Drought Alarm,647510_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Ararimu @ Zanders,Rainfall 30 min window sum,647510_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Ararimu @ Zanders,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Ararimu @ Zanders,Rainfall 6 hr window sum,647510_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Ararimu @ Zanders,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Ararimu @ Zanders,Rainfall 60 min window sum,647510_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Ararimu @ Zanders,Rainfall 24 hr window sum,647510_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Ararimu @ Zanders,Rainfall 12 hr window sum,647510_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Alexandra Park Rway rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Alexandra Park Rway rainfall,Rainfall 7 days window sum,648718_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Alexandra Park Rway rainfall,10mm Drought Alarm,648718_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Alexandra Park Rway rainfall,Rainfall 6 hr window sum,648718_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Alexandra Park Rway rainfall,Rainfall 12 hr window sum,648718_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Alexandra Park Rway rainfall,Rainfall 60 min window sum,648718_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Alexandra Park Rway rainfall,Rainfall 24 hr window sum,648718_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Alexandra Park Rway rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Alexandra Park Rway rainfall,Rainfall 30 min window sum,648718_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Alexandra Park Rway rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Alexandra Park Rway rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Albert Park Acc rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Albert Park Acc rainfall,Rainfall 7 days window sum,648719_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Albert Park Acc rainfall,10mm Drought Alarm,648719_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Albert Park Acc rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Albert Park Acc rainfall,Rainfall 6 hr window sum,648719_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Albert Park Acc rainfall,Rainfall 60 min window sum,648719_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Albert Park Acc rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Albert Park Acc rainfall,Rainfall 12 hr window sum,648719_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Albert Park Acc rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Albert Park Acc rainfall,Rainfall 30 min window sum,648719_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Albert Park Acc rainfall,Rainfall 24 hr window sum,648719_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Albert Park Acc rainfall,Multiple Gauge Rainfall Recency Alarm,1015735_Multiple Gauge Rainfall Recency Alarm,Overflow/Max,0.1
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall 7 days window sum,647618_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Albany @ Hts Rd NSCC06,10mm Drought Alarm,647618_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall 6 hr window sum,647618_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall 12 hr window sum,647618_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Albany @ Hts Rd NSCC06,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall 30 min window sum,647618_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall 60 min window sum,647618_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Albany @ Hts Rd NSCC06,Rainfall 24 hr window sum,647618_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Orewa @ Treatment Ponds,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 7 days window sum,646619_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Orewa @ Treatment Ponds,10mm Drought Alarm,646619_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 30 min window sum,646619_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 60 min window sum,646619_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 12 hr window sum,646619_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Orewa @ Treatment Ponds,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 6 hr window sum,646619_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Orewa @ Treatment Ponds,Rainfall 24 hr window sum,646619_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall 7 days window sum,644626_threshold_alarm,Overflow/Max,180.0
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall 60 min window sum,644626_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,10mm Drought Alarm,644626_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall 12 hr window sum,644626_threshold_alarm,Overflow/Max,70.0
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall 6 hr window sum,644626_threshold_alarm,Overflow/Max,50.0
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall 24 hr window sum,644626_threshold_alarm,Overflow/Max,100.0
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall 30 min window sum,644626_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain -Mahurangi @ Warkworth Sewage Treatment Plant,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Takapuna Rain @ Library,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Takapuna Rain @ Library,10mm Drought Alarm,647781_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Takapuna Rain @ Library,Rainfall 7 days window sum,647781_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Takapuna Rain @ Library,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Takapuna Rain @ Library,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Omaha Rain @ Golf Course,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Omaha Rain @ Golf Course,Rainfall 7 days window sum,Rain - Omaha Rain @ Golf Course_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Omaha Rain @ Golf Course,10mm Drought Alarm,Rain - Omaha Rain @ Golf Course_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Omaha Rain @ Golf Course,Rainfall 24 hr window sum,Rain - Omaha Rain @ Golf Course_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Omaha Rain @ Golf Course,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Omaha Rain @ Golf Course,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Omaha Rain @ Golf Course,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Omaha Rain @ Golf Course,Rainfall 30 min window sum,Rain - Omaha Rain @ Golf Course_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Omaha Rain @ Golf Course,Rainfall 60 min window sum,Rain - Omaha Rain @ Golf Course_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain - Omaha Rain @ Golf Course,Rainfall 6 hr window sum,Rain - Omaha Rain @ Golf Course_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Omaha Rain @ Golf Course,Rainfall 12 hr window sum,Rain - Omaha Rain @ Golf Course_threshold_alarm,Overflow/Max,70.0
ACC - Rain - RAWS @ GBI,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - RAWS @ GBI,10mm Drought Alarm,Rain - RAWS @ GBI_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - RAWS @ GBI,Rainfall 7 days window sum,Rain - RAWS @ GBI_threshold_alarm,Overflow/Max,180.0
ACC - Rain - RAWS @ GBI,Rainfall 30 min window sum,Rain - RAWS @ GBI_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - RAWS @ GBI,Rainfall 6 hr window sum,Rain - RAWS @ GBI_threshold_alarm,Overflow/Max,50.0
ACC - Rain - RAWS @ GBI,Rainfall 60 min window sum,Rain - RAWS @ GBI_threshold_alarm_15mm,Overflow/Max,25.0
ACC - Rain - RAWS @ GBI,Rainfall 12 hr window sum,Rain - RAWS @ GBI_threshold_alarm,Overflow/Max,70.0
ACC - Rain - RAWS @ GBI,Rainfall 10 min window sum,Greater than 30mm in 10 minutes,Overflow/Max,30.0
ACC - Rain - RAWS @ GBI,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - RAWS @ GBI,Rainfall 24 hr window sum,Rain - RAWS @ GBI_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Churchill Park Rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Churchill Park Rainfall,10mm Drought Alarm,648816_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Churchill Park Rainfall,Rainfall 7 days window sum,648816_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Churchill Park Rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Churchill Park Rainfall,Rainfall 60 min window sum,648816_threshold_alarm,Overflow/Max,25.0
ACC - Rain - Churchill Park Rainfall,Rainfall 6 hr window sum,648816_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Churchill Park Rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Churchill Park Rainfall,Rainfall 30 min window sum,648816_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Churchill Park Rainfall,Rainfall 24 hr window sum,648816_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Churchill Park Rainfall,Rainfall 12 hr window sum,648816_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Churchill Park Rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.64
ACC - Rain - Nihotupu @ Arataki Visitors Centre,10mm Drought Alarm,649514_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall 7 days window sum,649514_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall 6 hr window sum,649514_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall 12 hr window sum,649514_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall 60 min window sum,649514_threshold_alarm,Overflow/Max,25.0
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall 30 min window sum,649514_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall 24 hr window sum,649514_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Nihotupu @ Arataki Visitors Centre,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Waituna @ Huia Filter Station,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Waituna @ Huia Filter Station,10mm Drought Alarm,649641_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Waituna @ Huia Filter Station,Rainfall 7 days window sum,649641_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Waituna @ Huia Filter Station,Rainfall 12 hr window sum,649641_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Waituna @ Huia Filter Station,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Waituna @ Huia Filter Station,Rainfall 60 min window sum,649641_threshold_alarm,Overflow/Max,25.0
ACC - Rain - Waituna @ Huia Filter Station,Rainfall 6 hr window sum,649641_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Waituna @ Huia Filter Station,Rainfall 24 hr window sum,649641_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Waituna @ Huia Filter Station,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Waituna @ Huia Filter Station,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Waituna @ Huia Filter Station,Rainfall 30 min window sum,649641_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Manukau @ Sports Bowl,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Manukau @ Sports Bowl,Rainfall 7 days window sum,649940_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Manukau @ Sports Bowl,10mm Drought Alarm,649940_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Manukau @ Sports Bowl,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49
ACC - Rain - Manukau @ Sports Bowl,Rainfall 6 hr window sum,649940_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Manukau @ Sports Bowl,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Manukau @ Sports Bowl,Rainfall 12 hr window sum,649940_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Manukau @ Sports Bowl,Rainfall 30 min window sum,649940_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Manukau @ Sports Bowl,Rainfall 60 min window sum,649940_threshold_alarm,Overflow/Max,25.0
ACC - Rain - Manukau @ Sports Bowl,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Manukau @ Sports Bowl,Rainfall 24 hr window sum,649940_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Clevedon Coast RAWS @ Forest,10mm Drought Alarm,659012_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall 7 days window sum,659012_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall 30 min window sum,659012_threshold_alarm_15mm,Overflow/Max,15.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall 10 min window sum,Greater than 30mm in 10 minutes,Overflow/Max,30.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall 6 hr window sum,659012_threshold_alarm,Overflow/Max,50.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall 12 hr window sum,659012_threshold_alarm,Overflow/Max,70.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall 24 hr window sum,659012_threshold_alarm,Overflow/Max,100.0
ACC - Rain - Clevedon Coast RAWS @ Forest,Rainfall 60 min window sum,659012_threshold_alarm,Overflow/Max,25.0
ACC - Rain - Drury @ Turner Road,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73
ACC - Rain - Drury @ Turner Road,Rainfall 7 days window sum,750901_threshold_alarm,Overflow/Max,180.0
ACC - Rain - Drury @ Turner Road,10mm Drought Alarm,750901_10mm Drought Alarm,Overflow/Max,0.99
ACC - Rain - Drury @ Turner Road,Rainfall 6 hr window sum,750901_threshold_alarm,Overflow/Max,50.0
